title,author,short_author,date,genre,tt,publisher,pubplace,extent,editor,pubdate,createdate,authordates,keywords,language,collection,gender,sourcenote,period,shrtcite,filename,filesize,philodocid
Les élections,"Leclercq, Michel Théodore, 1777-1851.",Leclercq,1835,theatre,prose,"In Proverbes Dramatiques, T.1. Paris, Aime-Andre et Ladrange, 1835.",,,,1835,1835,,,,,M,,,TLF,TLF.985.tei,68980,300
Madame Sorbet,"Leclercq, Michel Théodore, 1777-1851.",Leclercq,1835,theatre,prose,"In Proverbes Dramatiques, T.1. Paris, Aime-Andre et Ladrange, 1835.",,,,1835,1835,,,,,M,,,TLF,TLF.981.tei,61329,301
Une révolution,"Leclercq, Michel Théodore, 1777-1851.",Leclercq,1835,theatre,prose,"In Proverbes Dramatiques, T.1. Paris, Aime-Andre et Ladrange, 1835.",,,,1835,1835,,,,,M,,,TLF,TLF.982.tei,49405,302
"Poèmes antiques, 1852","Leconte de Lisle, 1818-1894.",LeconteDeLisle,1852,poesie,verse,"Paris, M. Ducloux, 1852.",,,,1852,1852,,,,,M,,,TLF,TLF.1099.tei,292123,675
Poèmes antiques,"Leconte de Lisle, 1818-1894.",LeconteDeLisle,1874,poesie,verse,"Paris, Lemerre, S.D. (Reimpr. de 1881)",,,,1881,1874,,,,,M,,,TLF,TLF.1226.tei,128031,976
Poèmes barbares,"Leconte de Lisle, 1818-1894.",LeconteDeLisle,1878,poesie,verse,"Paris, Lemerre, S.D. (Reimpr. de 1878)",,,,1878,1878,,,,,M,,,TLF,TLF.1249.tei,411674,1017
Poèmes tragiques,"Leconte de Lisle, 1818-1894.",LeconteDeLisle,1886,poesie,verse,"Paris, Lemerre, S. D.",,,,,1886,,,,,M,,,TLF,TLF.1291.tei,264187,1130
La mort de Henri IV,"Legouvé, Gabriel, 1764-1812.",Legouvé,1806,theatre,verse,"In Oeuvres Completes, T.1. Paris, L. Janet, 1826.",,,,1826,1806,,,,,M,,,TLF,TLF.856.tei,117751,42
Les contemporains: études et portraits littéraires,"Lemaitre, Jules, 1853-1914.",Lemaitre,1885,melangeslitteraires,prose,"Paris, Lecene et Oudin, 1887.",,,,1887,1885,,,,,M,,,TLF,TLF.1287.tei,543347,1106
"Pinto: ou, la journée d'une conspiration: comédie historique en cinq actes et en prose","Lemercier, Népomucène-Louis, 1771-1840.",Lemercier,1800,theatre,prose,"In Comedies Historiques. Paris, A. Dupont, 1828.",,,,1828,1800,,,,,M,,,TLF,TLF.840.tei,199779,3
Un mâle,"Lemonnier, Camille, 1844-1913.",Lemonnier,1881,indefini,prose,,,,,1881,,,,Français,,M,,,RRN00220,RRN00220.tei,430940,1046
[L' ]Hystérique,"Lemonnier, Camille, 1844-1913.",Lemonnier,1885,indefini,prose,,,,,1885,,,,Français,,M,,,RRN00222,RRN00222.tei,444492,1107
L'homme en amour,"Lemonnier, Camille, 1844-1913.",Lemonnier,1897,roman,prose,"Paris, Ollendorff, 1897.",,,,1897,1897,,,,,M,,,TLF,TLF.1352.tei,75060,1289
Voltaire et la police,"Léouzon Le Duc, Louis.",LéouzonLeDuc,1867,traite,prose,,Paris,,,,1867,,,,,M,Pagination does not correspond to the original edition.,,VoltaireEtLaPolice,CSS.voltaire_et_la_police.tei,342662,883
"De l'humanité: de son principe, et de son avenir: où se trouve exposée la vrai définition de la religion et où l'on explique le sens, la suite et l'enchâinement du mosaisme et du christianisme. Première partie","Leroux, Pierre, 1797-1871.",Leroux,1840,traiteessai,prose,"Paris, Perrotin, 1840.",,,,1840,1840,,,,,M,,,TLF,TLF.1033.tei,1367404,391
La Révolution et le libéralisme. Essais de critique et d'histoire.,"Leroy-Beaulieu, Anatole, 1842-1912.",LeroyBeaulieu,1890,traite,prose,Librairie Hachette et cie.,Paris,,,1890,1890,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.revolution_et_liberalisme.tei,573600,1190
Lettres,"Lespinasse, Julie de, 1732-1776.",Lespinasse,1809,correspondance,prose,"Éd. Jacques Dupont. Paris: La Table Ronde, 1997.",,,,,1809,,,,,F,,,FWW,FWW.lespinasse.lettres.tei,654295,53
Science au point de vue philosophique,"Littré, Emile",Littré,1873,essai,prose,,,,,1873,,,,,,M,,,CP-335,CP-335.tei,1048193,957
Préface au Dictionnaire de la langue française,"Littré, Emile, 1801-1881.",Littré,1872,traite,prose,Éditions du Cap,Monte-Carlo,,,1956,1872,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.Littre_preface_au_dict.tei,129040,941
Le roman d'un enfant,"Loti, Pierre, 1850-1923.",Loti,1890,memoires,prose,"Paris, Calmann-Levy, 1891.",,,,1891,1890,,,,,M,,,TLF,TLF.1311.tei,346113,1191
Le mariage de Loti,"Loti, Pierre, 1850-1923.",Loti,1882,roman,prose,"Paris, Calmann-Levy, 1891.",,,,1891,1882,,,,,M,,,TLF,TLF.1266.tei,337314,1058
Mon frère Yves,"Loti, Pierre, 1850-1923.",Loti,1883,roman,prose,"Paris, Calmann-Levy, 1889.",,,,1889,1883,,,,,M,,,TLF,TLF.1273.tei,484269,1076
Pécheur d'Islande: roman,"Loti, Pierre, 1850-1923.",Loti,1886,roman,prose,"Paris, Calmann-Levy, 1886.",,,,1886,1886,,,,,M,,,TLF,TLF.1292.tei,381612,1131
Aziyadé ,"Loti, Pierre, 1850-1923.",Loti,1879,roman,prose,Calmann-Lévy / Hérissey (Charles) ,Paris / Évreux ,,,éd. 1879),1879,,,,,M,,,lotnr01,lotnr01.tei,356336,1027
Madame Chrysanthème ,"Loti, Pierre, 1850-1923.",Loti,1887,roman,prose,Calmann Lévy ,Paris ,,,éd. 1887),1887,,,,,M,,,lotnr03,lotnr03.tei,316809,1143
Aphrodite: moeurs antiques,"Louÿs, Pierre, 1870-1925.",Louÿs,1896,roman,prose,"Paris, A. Michel, 1932.",,,,1932,1896,,,,,M,,,TLF,TLF.1343.tei,376566,1272
Le trésor des humbles,"Maeterlinck, Maurice, 1862-1949.",Maeterlinck,1896,traiteessai,prose,"Paris, Mercure de France, 1913.",,,,1913,1896,,,,,M,,,TLF,TLF.1344.tei,264626,1273
Journal. I: février 1814-31 décembre 1816,"Maine de Biran, Pierre, 1766-1824.",MaineDeBiran,1816,memoires,prose,"Ed. H. Gouhier. Neufchatel, la Baconniere, 1954.",,,,1954,1816,,,,,M,,,TLF,TLF.875.tei,603747,87
Journal. II:1er janvier 1817 - 17 mai 1824,"Maine de Biran, Pierre, 1766-1824.",MaineDeBiran,1824,memoires,prose,"Ed. H. Gouhier. Neufchatel, la Baconniere, 1955.",,,,1955,1824,,,,,M,,,TLF,TLF.898.tei,978364,146
Mémoire sur la décomposition de la pensée. Tome I.,"Maine de Biran, Pierre, 1766-1824.",MaineDeBiran,1805,traite,prose,Les Presses universitaires de France,Paris,,,1952,1805,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.memoire_pensee_tome1.tei,481533,38
Mémoire sur la décomposition de la pensée. Tome II.,"Maine de Biran, Pierre, 1766-1824.",MaineDeBiran,1805,traite,prose,Les Presses universitaires de France,Paris,,,1952,1805,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.memoire_pensee_tome_2.tei,491743,39
Influence de l'habitude sur la faculté de penser,"Maine de Biran, Pierre, 1766-1824.",MaineDeBiran,1803,traiteessai,prose,"Ed. P. Tisserand. Paris, P. U. F., 1954.",,,,1954,1803,,,,,M,,,TLF,TLF.850.tei,400017,26
"Les soirées de Saint-Pétersbourg, ou, Entretiens sur le gouvernement temporel de la providence: suivis d'un traité sur les sacrifices","Maistre, Joseph Marie, comte de, 1753-1821.",MaistreJM,1821,melangeslitteraires,prose,"Paris, Librairie Grecque, Latine et Francaise, 1821.",,,,1821,1821,,,,,M,,,TLF,TLF.882.tei,810967,115
Des constitutions politiques,"Maistre, Joseph Marie, comte de, 1753-1821.",MaistreJM,1810,traiteessai,prose,"Paris, les Belles-Lettres, 1959.",,,,1959,1810,,,,,M,,,TLF,TLF.864.tei,114198,57
Expédition nocturne autour de ma chambre,"Maistre, Xavier de",MaistreX,1825,roman,prose,,,,,1825,,,,Français,,M,,,ROM00109,ROM00109.tei,108100,154
Le Lépreux de la cité d' Aoste,"Maistre, Xavier de, 1763-1852.",MaistreX,1811,roman,prose,,,,,1811,,,,Français,,M,,,ROM00111,ROM00111.tei,43273,67
La Jeune Sibérienne,"Maistre, Xavier de, 1763-1852.",MaistreX,1825,roman,prose,,,,,1825,,,,Français,,M,,,ROM00110,ROM00110.tei,128458,155
Les Prisonniers du Caucase,"Maistre, Xavier de, 1763-1852.",MaistreX,1825,roman,prose,,,,,1825,,,,Français,,M,,,ROM00112,ROM00112.tei,65610,156
"Correspondance, 1871","Mallarmé, Stéphane, 1842-1898.",Mallarmé,1871,correspondance,prose,"Ed. H. Mondor et J. P. Richard, T.1. Paris, Gallimard, 1959.",,,,1959,1871,,,,,M,,,TLF,TLF.1206.tei,589746,930
"Correspondance. II, 1871-1885","Mallarmé, Stéphane, 1842-1898.",Mallarmé,1879,correspondance,prose,"Ed. H. Mondor et J. P. Richard, T.2. Paris, Gallimard, 1965.",,,,1965,1879,,,,,M,,,TLF,TLF.1254.tei,299855,1028
La dernière mode,"Mallarmé, Stéphane, 1842-1898.",Mallarmé,1874,melangeslitteraires,prose,"In Oeuvres Completes, Ed. H. Mondor, G. J. Aubry. Paris, Gallimard, 1965.",,,,1965,1874,,,,,M,,,TLF,TLF.1227.tei,407773,977
Un coup de dés jamais n'abolira le hasard: poème,"Mallarmé, Stéphane, 1842-1898.",Mallarmé,1897,poesie,verse,"In Oeuvres Completes. Paris, Gallimard, 1965.",,,,1965,1897,,,,,M,,,TLF,TLF.1353.tei,13396,1290
Poésies,"Mallarmé, Stéphane, 1842-1898.",Mallarmé,1898,poesie,verse,"In Oeuvres Completes. Paris, Gallimard, 1965.",,,,1965,1898,,,,,M,,,TLF,TLF.1356.tei,75935,1302
Vers de circonstance,"Mallarmé, Stéphane, 1842-1898.",Mallarmé,1898,poesie,verse,"In Oeuvres Completes. Paris, Gallimard, 1965.",,,,1965,1898,,,,,M,,,TLF,TLF.1357.tei,107950,1303
Igitur,"Mallarmé, Stéphane, 1842-1898.",Mallarmé,1869,roman,prose,"In Oeuvres Completes, Ed. H. Mondor, G. J. Aubry. Paris, Gallimard, 1965.",,,,1965,1869,,,,,M,,,TLF,TLF.1195.tei,23382,909
Sans famille,"Malot, Hector, 1830-1907.",Malot,1878,indefini,prose,,,,,1878,,,,Français,,M,,,RRN00223,RRN00223.tei,1097480,1018
Souvenirs de l'Empire,Marco de Saint-Hilai...,MarcoDeSaintHilai,1830,indefini,prose,Baudot,Troyes,,,[entre 1830-1848],[entre 1830-1848],,,French,Souvenirs de l'Empire,M,,,Bbl1593,bbl_1593.tei,36197,192
Dictionnaire des athées anciens et modernes,"Maréchal, Sylvain, 1750-1803.",Maréchal,1833,traite,prose,,Paris,,,,1833,,,,,M,Pagination does not correspond to the original edition.,,MarechalDico,CSS.marechal_dico.tei,875392,252
[L' ]Impasse,"Margueritte, Paul, 1860-1918.",Margueritte,1886,indefini,prose,,,,,1886,,,,Français,,M,,,RRN00226,RRN00226.tei,88823,1132
Confession posthume,"Margueritte, Paul, 1860-1918.",Margueritte,1886,indefini,prose,,,,,1886,,,,Français,,M,,,RRN00224,RRN00224.tei,178776,1133
Maison ouverte,"Margueritte, Paul, 1860-1918.",Margueritte,1887,indefini,prose,,,,,1887,,,,Français,,M,,,RRN00225,RRN00225.tei,246279,1144
Une vie,"Maupassant, Guy de, 1850-1893.",Maupassant,1883,indefini,prose,,,,,1883,,,,Français,,M,,,RRN00232,RRN00232.tei,475081,1078
Bel-Ami,"Maupassant, Guy de, 1850-1893.",Maupassant,1885,indefini,prose,,,,,1885,,,,Français,,M,,,RRN00227,RRN00227.tei,678798,1109
[L' ]Ame étrangère,"Maupassant, Guy de, 1850-1893.",Maupassant,1894,indefini,prose,,,,,1894,,,,Français,,M,,,RRN00233,RRN00233.tei,36739,1251
[L' ]Angélus,"Maupassant, Guy de, 1850-1893.",Maupassant,1895,indefini,prose,,,,,1895,,,,Français,,M,,,RRN00234,RRN00234.tei,56543,1263
Contes et nouvelles 1880,"Maupassant, Guy de, 1850-1893.",Maupassant,1880,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1880,,,,,M,,,TLF,TLF.1261.tei,239559,1037
Contes et nouvelles 1881,"Maupassant, Guy de, 1850-1893.",Maupassant,1881,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1881,,,,,M,,,TLF,TLF.1264.tei,378405,1047
Contes et nouvelles 1882,"Maupassant, Guy de, 1850-1893.",Maupassant,1882,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1882,,,,,M,,,TLF,TLF.1267.tei,726555,1059
Contes et nouvelles 1883,"Maupassant, Guy de, 1850-1893.",Maupassant,1883,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1883,,,,,M,,,TLF,TLF.1274.tei,848267,1077
Contes et nouvelles 1884,"Maupassant, Guy de, 1850-1893.",Maupassant,1884,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1884,,,,,M,,,TLF,TLF.1280.tei,1203182,1090
Contes et nouvelles 1885,"Maupassant, Guy de, 1850-1893.",Maupassant,1885,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1885,,,,,M,,,TLF,TLF.1288.tei,437773,1108
Contes et nouvelles 1886,"Maupassant, Guy de, 1850-1893.",Maupassant,1886,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1886,,,,,M,,,TLF,TLF.1293.tei,591932,1134
Contes et nouvelles 1887,"Maupassant, Guy de, 1850-1893.",Maupassant,1887,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1887,,,,,M,,,TLF,TLF.1296.tei,297054,1145
Mont-Oriol,"Maupassant, Guy de, 1850-1893.",Maupassant,1887,roman,prose,"In Oeuvres complètes illustrées, T 12. (Paris: Librairie de France, 1934)",,,,,1887,,,,,M,,,ADD,ADD.maupassant.oriol.tei,557690,1146
Contes et nouvelles 1888,"Maupassant, Guy de, 1850-1893.",Maupassant,1888,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1888,,,,,M,,,TLF,TLF.1301.tei,91938,1161
Pierre et Jean,"Maupassant, Guy de, 1850-1893.",Maupassant,1888,roman,prose,"In Oeuvres complètes illustrées, T 10. (Paris: Librairie de France, 1934)",,,,,1888,,,,,M,,,ADD,ADD.maupassant.pierre.tei,292922,1162
Contes et nouvelles 1889,"Maupassant, Guy de, 1850-1893.",Maupassant,1889,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1889,,,,,M,,,TLF,TLF.1307.tei,258656,1174
Fort comme la mort,"Maupassant, Guy de, 1850-1893.",Maupassant,1889,roman,prose,"In Oeuvres complètes illustrées, T 12. (Paris: Librairie de France, 1934)",,,,,1889,,,,,M,,,ADD,ADD.maupassant.fort.tei,488544,1175
Contes et nouvelles 1890,"Maupassant, Guy de, 1850-1893.",Maupassant,1890,roman,prose,"Ed. A. M. Schmidt et G. Delaisement. Paris, A. Michel, 1959-1960.",,,,1959,1890,,,,,M,,,TLF,TLF.1312.tei,182734,1192
La Vie errante,"Maupassant, Guy de, 1850-1893.",Maupassant,1890,roman,prose,"In Oeuvres complètes illustrées, T 9. (Paris: Librairie de France, 1934)",,,,,1890,,,,,M,,,ADD,ADD.maupassant.vie.tei,396999,1193
Notre Coeur,"Maupassant, Guy de, 1850-1893.",Maupassant,1890,roman,prose,"In Oeuvres Complètes illustrées, Tome XII. (Paris: Librairie de France, 1934), pages 297-509.",,,,,1890,,,,,M,,,ADD,ADD.maupassant.coeur.tei,386824,1194
